,date,price
2336,1991-09-16,198.04
2337,1991-09-17,198.8
2338,1991-09-18,201.33
2339,1991-09-19,201.39
2340,1991-09-20,201.07
2341,1991-09-23,201.1
2342,1991-09-24,204.63
2343,1991-09-25,202.91
2344,1991-09-26,202.63
2345,1991-09-27,200.11
2346,1991-09-30,202.23
2347,1991-10-01,202.62
2348,1991-10-02,202.74
2349,1991-10-03,204
2350,1991-10-04,206.33
2351,1991-10-07,206.66
2352,1991-10-08,209.52
2353,1991-10-09,208.78
2354,1991-10-10,208.78
2355,1991-10-11,208.47
2356,1991-10-14,208.9
2357,1991-10-15,210.06
2358,1991-10-16,209.28
2359,1991-10-17,209.37
2360,1991-10-18,209.56
2361,1991-10-21,211.41
2362,1991-10-22,212.28
2363,1991-10-23,212.95
2364,1991-10-24,211.34
2365,1991-10-25,210.29
2366,1991-10-28,211.48
2367,1991-10-29,207.55
2368,1991-10-30,205.1
2369,1991-10-31,205.63
2370,1991-11-01,200.85
2371,1991-11-04,200.96
2372,1991-11-05,199.72
2373,1991-11-06,199.63
2374,1991-11-07,199.49
2375,1991-11-08,200.57
2376,1991-11-11,200.51
2377,1991-11-12,200.85
2378,1991-11-13,200.52
2379,1991-11-14,199.72
2380,1991-11-15,200.95
2381,1991-11-18,201.23
2382,1991-11-19,201.64
2383,1991-11-20,202.17
2384,1991-11-21,205.02
2385,1991-11-22,205.4
2386,1991-11-25,204.82
2387,1991-11-26,205.98
2388,1991-11-27,207.8
2389,1991-11-28,206.55
2390,1991-11-29,207.92
2391,1991-12-02,206.6
2392,1991-12-03,204.67
2393,1991-12-04,204.57
2394,1991-12-05,203.84
2395,1991-12-06,202.92
2396,1991-12-09,203.48
2397,1991-12-10,203.6
2398,1991-12-11,202.35
2399,1991-12-12,197.93
2400,1991-12-13,197.63
2401,1991-12-16,196.58
2402,1991-12-17,195.02
2403,1991-12-18,196.07
2404,1991-12-19,194.77
2405,1991-12-20,192.85
2406,1991-12-23,191.04
2407,1991-12-24,191.83
2408,1991-12-25,190.15
2409,1991-12-26,188.35
2410,1991-12-27,188.7
2411,1991-12-30,188.86
2412,1991-12-31,189.36
2413,1992-01-01,189.36
2414,1992-01-02,188.75
2415,1992-01-03,189.56
2416,1992-01-06,185.61
2417,1992-01-07,185.31
2418,1992-01-08,186.59
2419,1992-01-09,196.64
2420,1992-01-10,199.08
2421,1992-01-13,196.66
2422,1992-01-14,198.54
2423,1992-01-15,201.86
2424,1992-01-16,201.93
2425,1992-01-17,196.61
2426,1992-01-20,198.69
2427,1992-01-21,197.98
2428,1992-01-22,197.81
2429,1992-01-23,198.6
2430,1992-01-24,197.38
2431,1992-01-27,199.01
2432,1992-01-28,198.41
2433,1992-01-29,198
2434,1992-01-30,198.7
2435,1992-01-31,199.75
2436,1992-02-03,198.05
2437,1992-02-04,197.32
2438,1992-02-05,195.62
2439,1992-02-06,195.06
2440,1992-02-07,192.77
2441,1992-02-10,195.38
2442,1992-02-11,197.67
2443,1992-02-12,199.89
2444,1992-02-13,200.37
2445,1992-02-14,199.32
2446,1992-02-17,200.03
2447,1992-02-18,200.97
2448,1992-02-19,200.74
2449,1992-02-20,201.48
2450,1992-02-21,201.55
2451,1992-02-24,200.23
2452,1992-02-25,200.8
2453,1992-02-26,199.09
2454,1992-02-27,200.34
2455,1992-02-28,200.8
2456,1992-03-02,200.29
2457,1992-03-03,201.52
2458,1992-03-04,203.01
2459,1992-03-05,204.63
2460,1992-03-06,203.14
2461,1992-03-09,202.09
2462,1992-03-10,203.05
2463,1992-03-11,202.63
2464,1992-03-12,202.48
2465,1992-03-13,202.99
2466,1992-03-16,199.3
2467,1992-03-17,195.99
2468,1992-03-18,195.83
2469,1992-03-19,197.75
2470,1992-03-20,197.37
2471,1992-03-23,196.53
2472,1992-03-24,197.29
2473,1992-03-25,196.83
2474,1992-03-26,197.39
2475,1992-03-27,196.27
2476,1992-03-30,196.72
2477,1992-03-31,197.55
2478,1992-04-01,198.26
2479,1992-04-02,196.61
2480,1992-04-03,195.3
2481,1992-04-06,194.45
2482,1992-04-07,193.23
2483,1992-04-08,192.94
2484,1992-04-09,192.54
2485,1992-04-10,193.09
2486,1992-04-13,192.34
2487,1992-04-14,192.54
2488,1992-04-15,191.2
2489,1992-04-16,193.13
2490,1992-04-17,193.41
2491,1992-04-20,192.58
2492,1992-04-21,194.12
2493,1992-04-22,191.95
2494,1992-04-23,191.21
2495,1992-04-24,189.52
2496,1992-04-27,189.03
2497,1992-04-28,189.06
2498,1992-04-29,189.33
2499,1992-04-30,189.38
2500,1992-05-01,189.34
2501,1992-05-04,189.15
2502,1992-05-05,188.42
2503,1992-05-06,187.26
2504,1992-05-07,186.31
2505,1992-05-08,187.22
2506,1992-05-11,187.01
2507,1992-05-12,184.64
2508,1992-05-13,183.69
2509,1992-05-14,185.84
2510,1992-05-15,185.63
2511,1992-05-18,184.26
2512,1992-05-19,183.85
2513,1992-05-20,184.46
2514,1992-05-21,185.36
2515,1992-05-22,185.7
2516,1992-05-25,185.87
2517,1992-05-26,185.35
2518,1992-05-27,187.89
2519,1992-05-28,186.68
2520,1992-05-29,183.92
2521,1992-06-01,184.83
2522,1992-06-02,186.85
2523,1992-06-03,185.95
2524,1992-06-04,184.97
2525,1992-06-05,184.72
2526,1992-06-08,184.11
2527,1992-06-09,184.24
2528,1992-06-10,184.01
2529,1992-06-11,183.73
2530,1992-06-12,184.96
2531,1992-06-15,184.34
2532,1992-06-16,183.35
2533,1992-06-17,183.94
2534,1992-06-18,183.74
2535,1992-06-19,183.37
2536,1992-06-22,184.19
2537,1992-06-23,184.83
2538,1992-06-24,182.29
2539,1992-06-25,180.77
2540,1992-06-26,180.64
2541,1992-06-29,180.46
2542,1992-06-30,180.12
2543,1992-07-01,180.54
2544,1992-07-02,179.83
2545,1992-07-03,181.2
2546,1992-07-06,181.31
2547,1992-07-07,178.94
2548,1992-07-08,179.96
2549,1992-07-09,183.25
2550,1992-07-10,181.25
2551,1992-07-13,180.49
2552,1992-07-14,182.56
2553,1992-07-15,183.83
2554,1992-07-16,181.62
2555,1992-07-17,182.89
2556,1992-07-20,188.02
2557,1992-07-21,186.92
2558,1992-07-22,188.21
2559,1992-07-23,186.96
2560,1992-07-24,189.65
2561,1992-07-27,186.14
2562,1992-07-28,186.06
2563,1992-07-29,185.55
2564,1992-07-30,184.94
2565,1992-07-31,185.64
2566,1992-08-03,183.33
2567,1992-08-04,183.8
2568,1992-08-05,183.22
2569,1992-08-06,182.4
2570,1992-08-07,181.55
2571,1992-08-10,181.14
2572,1992-08-11,180.18
2573,1992-08-12,176.17
2574,1992-08-13,173.17
2575,1992-08-14,174.45
2576,1992-08-17,175.09
2577,1992-08-18,174.09
2578,1992-08-19,174.52
2579,1992-08-20,174.19
2580,1992-08-21,172.41
2581,1992-08-24,171.25
2582,1992-08-25,171.12
2583,1992-08-26,170.4
2584,1992-08-27,171.16
2585,1992-08-28,171.23
2586,1992-08-31,172.05
2587,1992-09-01,170.04
2588,1992-09-02,169.48
2589,1992-09-03,171.95
2590,1992-09-04,170.88
2591,1992-09-07,171.88
2592,1992-09-08,170.67
2593,1992-09-09,173.37
2594,1992-09-10,174.84
2595,1992-09-11,177.38
2596,1992-09-14,182.63
2597,1992-09-15,186.14
2598,1992-09-16,195.68
2599,1992-09-17,194.6
2600,1992-09-18,201.96
2601,1992-09-21,203.07
2602,1992-09-22,206.35
2603,1992-09-23,203.22
2604,1992-09-24,204.15
2605,1992-09-25,204.15
2606,1992-09-28,200.9
2607,1992-09-29,194.97
2608,1992-09-30,195.15
2609,1992-10-01,199.71
2610,1992-10-02,201.39
2611,1992-10-05,204.49
2612,1992-10-06,204.35
2613,1992-10-07,204.97
2614,1992-10-08,207.75
2615,1992-10-09,206.54
2616,1992-10-12,202.61
2617,1992-10-13,200.47
2618,1992-10-14,199.88
2619,1992-10-15,201.66
2620,1992-10-16,207.52
2621,1992-10-19,211.16
2622,1992-10-20,211.38
2623,1992-10-21,214.02
2624,1992-10-22,210.69
2625,1992-10-23,211.46
2626,1992-10-26,214.89
2627,1992-10-27,213.71
2628,1992-10-28,215.49
2629,1992-10-29,215.81
2630,1992-10-30,217.91
2631,1992-11-02,221.45
2632,1992-11-03,217.69
2633,1992-11-04,218.25
2634,1992-11-05,219
2635,1992-11-06,219.35
2636,1992-11-09,220.3
2637,1992-11-10,217.53
2638,1992-11-11,217.85
2639,1992-11-12,217.12
2640,1992-11-13,216.51
2641,1992-11-16,219.34
2642,1992-11-17,220.09
2643,1992-11-18,219.35
2644,1992-11-19,217.56
2645,1992-11-20,221.69
2646,1992-11-23,219.65
2647,1992-11-24,219.27
2648,1992-11-25,218.27
2649,1992-11-26,219.63
2650,1992-11-27,221.16
2651,1992-11-30,220.44
2652,1992-12-01,216.27
2653,1992-12-02,216.13
2654,1992-12-03,214.66
2655,1992-12-04,215.06
2656,1992-12-07,210.07
2657,1992-12-08,209.66
2658,1992-12-09,213.16
2659,1992-12-10,214.8
2660,1992-12-11,215.29
2661,1992-12-14,213.5
2662,1992-12-15,213.36
2663,1992-12-16,214.22
2664,1992-12-17,213.86
2665,1992-12-18,214.92
2666,1992-12-21,214.28
2667,1992-12-22,216.27
2668,1992-12-23,218.07
2669,1992-12-24,217.58
2670,1992-12-25,219.28
2671,1992-12-28,222.22
2672,1992-12-29,220.54
2673,1992-12-30,220.48
2674,1992-12-31,220.38
2675,1993-01-04,218.79
2676,1993-01-05,212.15
2677,1993-01-06,213.71
2678,1993-01-07,215.02
2679,1993-01-08,214.96
2680,1993-01-11,211.17
2681,1993-01-12,212.79
2682,1993-01-13,211.59
2683,1993-01-14,212.91
2684,1993-01-15,213.91
2685,1993-01-18,211.61
2686,1993-01-19,212.41
2687,1993-01-20,213.5
2688,1993-01-21,216.25
2689,1993-01-22,214.57
2690,1993-01-25,211.04
2691,1993-01-26,215
2692,1993-01-27,218.13
2693,1993-01-28,217.68
2694,1993-01-29,221.72
2695,1993-02-01,225.75
2696,1993-02-02,228.12
2697,1993-02-03,228.89
2698,1993-02-04,227.68
2699,1993-02-05,226.69
2700,1993-02-08,227.61
2701,1993-02-09,229.45
2702,1993-02-10,232.96
2703,1993-02-11,233.44
2704,1993-02-12,231.3
2705,1993-02-15,231.26
2706,1993-02-16,229.09
2707,1993-02-17,228.41
2708,1993-02-18,227.82
2709,1993-02-19,226.81
2710,1993-02-22,225.02
2711,1993-02-23,227.17
2712,1993-02-24,230.21
2713,1993-02-25,229.79
2714,1993-02-26,230.32
2715,1993-03-01,228.1
2716,1993-03-02,227.38
2717,1993-03-03,226.57
2718,1993-03-04,225.86
2719,1993-03-05,227.94
2720,1993-03-08,226.69
2721,1993-03-09,226.83
2722,1993-03-10,227.52
2723,1993-03-11,228.29
2724,1993-03-12,228.75
2725,1993-03-15,229.07
2726,1993-03-16,226.95
2727,1993-03-17,226.21
2728,1993-03-18,222.24
2729,1993-03-19,222.29
2730,1993-03-22,223.53
2731,1993-03-23,223.34
2732,1993-03-24,224.92
2733,1993-03-25,225.22
2734,1993-03-26,223.33
2735,1993-03-29,222.48
2736,1993-03-30,225.24
2737,1993-03-31,222.23
2738,1993-04-01,220.84
2739,1993-04-02,223.53
2740,1993-04-05,222.82
2741,1993-04-06,222.85
2742,1993-04-07,222.78
2743,1993-04-08,220.62
2744,1993-04-09,220.74
2745,1993-04-12,217.45
2746,1993-04-13,216.06
2747,1993-04-14,217.89
2748,1993-04-15,218.95
2749,1993-04-16,221.76
2750,1993-04-19,220.37
2751,1993-04-20,219.22
2752,1993-04-21,219.96
2753,1993-04-22,217.58
2754,1993-04-23,219.52
2755,1993-04-26,221.87
2756,1993-04-27,222.1
2757,1993-04-28,224.1
2758,1993-04-29,226.1
2759,1993-04-30,225.79
2760,1993-05-03,225.75
2761,1993-05-04,225.83
2762,1993-05-05,225.81
2763,1993-05-06,225.64
2764,1993-05-07,226.52
2765,1993-05-10,232.13
2766,1993-05-11,230.92
2767,1993-05-12,235.17
2768,1993-05-13,241.47
2769,1993-05-14,238.8
2770,1993-05-17,238.78
2771,1993-05-18,245.36
2772,1993-05-19,241.42
2773,1993-05-20,240.24
2774,1993-05-21,244.6
2775,1993-05-24,242.85
2776,1993-05-25,245.29
2777,1993-05-26,242.02
2778,1993-05-27,243.57
2779,1993-05-28,241.4
2780,1993-05-31,242.4
2781,1993-06-01,237.3
2782,1993-06-02,239.78
2783,1993-06-03,241.45
2784,1993-06-04,249.37
2785,1993-06-07,245.22
2786,1993-06-08,245.07
2787,1993-06-09,243.96
2788,1993-06-10,240.86
2789,1993-06-11,240.41
2790,1993-06-14,238.91
2791,1993-06-15,243.74
2792,1993-06-16,245.35
2793,1993-06-17,244.88
2794,1993-06-18,247.58
2795,1993-06-21,248.19
2796,1993-06-22,249.29
2797,1993-06-23,253.44
2798,1993-06-24,254.94
2799,1993-06-25,255.08
2800,1993-06-28,250.65
2801,1993-06-29,249.92
2802,1993-06-30,253.07
2803,1993-07-01,255.06
2804,1993-07-02,255.64
2805,1993-07-05,256.65
2806,1993-07-06,261.16
2807,1993-07-07,265.69
2808,1993-07-08,262.77
2809,1993-07-09,264.18
2810,1993-07-12,266.73
2811,1993-07-13,263.35
2812,1993-07-14,260.2
2813,1993-07-15,263.94
2814,1993-07-16,263.75
2815,1993-07-19,261.22
2816,1993-07-20,258.99
2817,1993-07-21,256.42
2818,1993-07-22,258.74
2819,1993-07-23,259.14
2820,1993-07-26,261.36
2821,1993-07-27,262.66
2822,1993-07-28,262.75
2823,1993-07-29,269.75
2824,1993-07-30,274.4
2825,1993-08-02,269.88
2826,1993-08-03,268.35
2827,1993-08-04,266.21
2828,1993-08-05,251.94
2829,1993-08-06,251.17
2830,1993-08-09,256.87
2831,1993-08-10,259.64
2832,1993-08-11,254.84
2833,1993-08-12,250.34
2834,1993-08-13,253.08
2835,1993-08-16,250.5
2836,1993-08-17,249.66
2837,1993-08-18,246.97
2838,1993-08-19,246.53
2839,1993-08-20,246.53
2840,1993-08-23,247.54
2841,1993-08-24,247.83
2842,1993-08-25,251.08
2843,1993-08-26,243.47
2844,1993-08-27,245.43
2845,1993-08-30,247.97
2846,1993-08-31,249.53
2847,1993-09-01,245.43
2848,1993-09-02,241.9
2849,1993-09-03,237.86
2850,1993-09-06,238.43
2851,1993-09-07,227.42
2852,1993-09-08,227.94
2853,1993-09-09,228.59
2854,1993-09-10,225.38
2855,1993-09-13,222.04
2856,1993-09-14,223.26
2857,1993-09-15,224.27
2858,1993-09-16,230.07
2859,1993-09-17,228.67
2860,1993-09-20,230.56
2861,1993-09-21,239.72
2862,1993-09-22,233.23
2863,1993-09-23,237.09
2864,1993-09-24,236.85
2865,1993-09-27,233.8
2866,1993-09-28,234.68
2867,1993-09-29,233.55
2868,1993-09-30,237.48
2869,1993-10-01,235.65
2870,1993-10-04,232.91
2871,1993-10-05,232.73
2872,1993-10-06,233.89
2873,1993-10-07,233.88
2874,1993-10-08,234.2
2875,1993-10-11,235.02
2876,1993-10-12,238.7
2877,1993-10-13,239.93
2878,1993-10-14,240.69
2879,1993-10-15,241.09
2880,1993-10-18,247.48
2881,1993-10-19,247.58
2882,1993-10-20,248.98
2883,1993-10-21,249.36
2884,1993-10-22,251.32
2885,1993-10-25,249.75
2886,1993-10-26,249.39
2887,1993-10-27,248.95
2888,1993-10-28,247.73
2889,1993-10-29,249.22
2890,1993-11-01,243.95
2891,1993-11-02,246.1
2892,1993-11-03,247.64
2893,1993-11-04,251.18
2894,1993-11-05,253.75
2895,1993-11-08,253.04
2896,1993-11-09,256.04
2897,1993-11-10,254.49
2898,1993-11-11,254.74
2899,1993-11-12,249.75
2900,1993-11-15,251.71
2901,1993-11-16,252.35
2902,1993-11-17,254.09
2903,1993-11-18,254.61
2904,1993-11-19,256.51
2905,1993-11-22,255.96
2906,1993-11-23,253.67
2907,1993-11-24,253.12
2908,1993-11-25,253.39
2909,1993-11-26,254.68
2910,1993-11-29,248.32
2911,1993-11-30,249.04
2912,1993-12-01,253.6
2913,1993-12-02,251.79
2914,1993-12-03,252.43
2915,1993-12-06,249.72
2916,1993-12-07,252.61
2917,1993-12-08,256.49
2918,1993-12-09,255.35
2919,1993-12-10,255.85
2920,1993-12-13,259.21
2921,1993-12-14,259.81
2922,1993-12-15,261.47
2923,1993-12-16,259.07
2924,1993-12-17,260.26
2925,1993-12-20,261.65
2926,1993-12-21,260.04
2927,1993-12-22,257.98
2928,1993-12-23,256.57
2929,1993-12-24,256.98
2930,1993-12-27,257.61
2931,1993-12-28,256.81
2932,1993-12-29,263.91
2933,1993-12-30,264.44
2934,1993-12-31,264.3
2935,1994-01-03,266.6
2936,1994-01-04,264.7
2937,1994-01-05,262.59
2938,1994-01-06,262.23
2939,1994-01-07,258.65
2940,1994-01-10,257.52
2941,1994-01-11,260.11
2942,1994-01-12,256.65
2943,1994-01-13,260.37
2944,1994-01-14,260.58
2945,1994-01-17,261.9
2946,1994-01-18,262.28
2947,1994-01-19,262.71
2948,1994-01-20,258.67
2949,1994-01-21,255.34
2950,1994-01-24,255.04
2951,1994-01-25,254.98
2952,1994-01-26,257.06
2953,1994-01-27,248.92
2954,1994-01-28,251.96
2955,1994-01-31,253.48
2956,1994-02-01,255.98
2957,1994-02-02,257.29
2958,1994-02-03,260.27
2959,1994-02-04,261.75
2960,1994-02-07,255.45
2961,1994-02-08,260.4
2962,1994-02-09,262.21
2963,1994-02-10,260.77
2964,1994-02-11,259.77
2965,1994-02-14,258.25
2966,1994-02-15,259.84
2967,1994-02-16,259.53
2968,1994-02-17,258.62
2969,1994-02-18,256.22
2970,1994-02-21,257.73
2971,1994-02-22,255.22
2972,1994-02-23,255.29
2973,1994-02-24,253.16
2974,1994-02-25,254.06
2975,1994-02-28,256.56
2976,1994-03-01,253.94
2977,1994-03-02,252.24
2978,1994-03-03,252.24
2979,1994-03-04,252.85
2980,1994-03-07,252.28
2981,1994-03-08,253.01
2982,1994-03-09,253.36
2983,1994-03-10,256.88
2984,1994-03-11,256.48
2985,1994-03-14,258.1
2986,1994-03-15,259.29
2987,1994-03-16,257.39
2988,1994-03-17,255.96
2989,1994-03-18,259.37
2990,1994-03-21,259.4
2991,1994-03-22,261.39
2992,1994-03-23,257.99
2993,1994-03-24,261.01
2994,1994-03-25,260.49
2995,1994-03-28,259.2
2996,1994-03-29,259.62
2997,1994-03-30,260.74
2998,1994-03-31,263.79
2999,1994-04-01,264.01
3000,1994-04-04,264
3001,1994-04-05,262.41
3002,1994-04-06,262.09
3003,1994-04-07,260.93
3004,1994-04-08,260.16
3005,1994-04-11,257.33
3006,1994-04-12,256.43
3007,1994-04-13,256.13
3008,1994-04-14,256.08
3009,1994-04-15,256.69
3010,1994-04-18,255.32
3011,1994-04-19,251.05
3012,1994-04-20,249.36
3013,1994-04-21,250.07
3014,1994-04-22,249.03
3015,1994-04-25,250.15
3016,1994-04-26,248.6
3017,1994-04-27,248.47
3018,1994-04-28,248.1
3019,1994-04-29,247.86
3020,1994-05-02,248.07
3021,1994-05-03,248.07
3022,1994-05-04,250.38
3023,1994-05-05,249.1
3024,1994-05-06,256.53
3025,1994-05-09,254.39
3026,1994-05-10,254.35
3027,1994-05-11,255.47
3028,1994-05-12,253.33
3029,1994-05-13,253.79
3030,1994-05-16,254.39
3031,1994-05-17,253.64
3032,1994-05-18,252.9
3033,1994-05-19,252.82
3034,1994-05-20,256.03
3035,1994-05-23,257.88
3036,1994-05-24,256.91
3037,1994-05-25,255.96
3038,1994-05-26,254.4
3039,1994-05-27,254.52
3040,1994-05-30,255
3041,1994-05-31,255.77
3042,1994-06-01,252.82
3043,1994-06-02,254.04
3044,1994-06-03,252.66
3045,1994-06-06,252.24
3046,1994-06-07,252.38
3047,1994-06-08,252.78
3048,1994-06-09,253.41
3049,1994-06-10,254.01
3050,1994-06-13,251.74
3051,1994-06-14,252.9
3052,1994-06-15,254.06
3053,1994-06-16,253.52
3054,1994-06-17,255.05
3055,1994-06-20,253.07
3056,1994-06-21,255.17
3057,1994-06-22,254.49
3058,1994-06-23,253.23
3059,1994-06-24,251.5
3060,1994-06-27,249.14
3061,1994-06-28,248.62
3062,1994-06-29,248.98
3063,1994-06-30,249.84
3064,1994-07-01,251.27
3065,1994-07-04,251.28
3066,1994-07-05,249.87
3067,1994-07-06,248.14
3068,1994-07-07,249.58
3069,1994-07-08,247.9
3070,1994-07-11,246
3071,1994-07-12,245.57
3072,1994-07-13,245.09
3073,1994-07-14,246.34
3074,1994-07-15,246.83
3075,1994-07-18,247.05
3076,1994-07-19,249.58
3077,1994-07-20,249.14
3078,1994-07-21,252.02
3079,1994-07-22,251.87
3080,1994-07-25,251.47
3081,1994-07-26,253.69
3082,1994-07-27,252.81
3083,1994-07-28,252.08
3084,1994-07-29,248.11
3085,1994-08-01,249.59
3086,1994-08-02,247.09
3087,1994-08-03,245.1
3088,1994-08-04,245.87
3089,1994-08-05,244.94
3090,1994-08-08,244.56
3091,1994-08-09,245.4
3092,1994-08-10,245.38
3093,1994-08-11,244.73
3094,1994-08-12,243.44
3095,1994-08-15,244.76
3096,1994-08-16,245.05
3097,1994-08-17,244.54
3098,1994-08-18,246
3099,1994-08-19,246.63
3100,1994-08-22,245.05
3101,1994-08-23,245.21
3102,1994-08-24,247.15
3103,1994-08-25,246.21
3104,1994-08-26,250.44
3105,1994-08-29,251.5
3106,1994-08-30,251.6
3107,1994-08-31,251.38
3108,1994-09-01,250.19
3109,1994-09-02,249.74
3110,1994-09-05,250.24
3111,1994-09-06,249.82
3112,1994-09-07,252.14
3113,1994-09-08,252.74
3114,1994-09-09,252.17
3115,1994-09-12,249.03
3116,1994-09-13,249.66
3117,1994-09-14,247.89
3118,1994-09-15,248.18
3119,1994-09-16,246.35
3120,1994-09-19,248.58
3121,1994-09-20,249.81
3122,1994-09-21,249.35
3123,1994-09-22,251.43
3124,1994-09-23,250.81
3125,1994-09-26,250.64
3126,1994-09-27,251.34
3127,1994-09-28,250.32
3128,1994-09-29,250.44
3129,1994-09-30,249.98
3130,1994-10-03,249.86
3131,1994-10-04,248.13
3132,1994-10-05,247.08
3133,1994-10-06,246.4
3134,1994-10-07,246.38
3135,1994-10-10,246.18
3136,1994-10-11,245.38
3137,1994-10-12,244.98
3138,1994-10-13,243.3
3139,1994-10-14,242.96
3140,1994-10-17,241.87
3141,1994-10-18,240.86
3142,1994-10-19,240.31
3143,1994-10-20,239.55
3144,1994-10-21,240
3145,1994-10-24,238.24
3146,1994-10-25,237.95
3147,1994-10-26,237.36
3148,1994-10-27,237.07
3149,1994-10-28,238.24
3150,1994-10-31,234.54
3151,1994-11-01,235.23
3152,1994-11-02,236.43
3153,1994-11-03,236.94
3154,1994-11-04,237.23
3155,1994-11-07,236.73
3156,1994-11-08,237.05
3157,1994-11-09,238.95
3158,1994-11-10,240.47
3159,1994-11-11,241.03
3160,1994-11-14,242.35
3161,1994-11-15,245.63
3162,1994-11-16,245.45
3163,1994-11-17,244.84
3164,1994-11-18,245.2
3165,1994-11-21,244.23
3166,1994-11-22,244.28
3167,1994-11-23,244.69
3168,1994-11-24,246.06
3169,1994-11-25,246.16
3170,1994-11-28,245.34
3171,1994-11-29,244.88
3172,1994-11-30,243.36
3173,1994-12-01,242.09
3174,1994-12-02,241.39
3175,1994-12-05,241.33
3176,1994-12-06,240.86
3177,1994-12-07,240.39
3178,1994-12-08,241.11
3179,1994-12-09,241.58
3180,1994-12-12,241.3
3181,1994-12-13,242.18
3182,1994-12-14,242.35
3183,1994-12-15,243.24
3184,1994-12-16,242.79
3185,1994-12-19,243.31
3186,1994-12-20,244.52
3187,1994-12-21,247.15
3188,1994-12-22,246.09
3189,1994-12-23,245.7
3190,1994-12-26,246.44
3191,1994-12-27,246.62
3192,1994-12-28,244.25
3193,1994-12-29,245.08
3194,1994-12-30,244.16
3195,1995-01-02,245.73
3196,1995-01-03,242.71
3197,1995-01-04,239.78
3198,1995-01-05,240.1
3199,1995-01-06,239.7
3200,1995-01-09,238.56
3201,1995-01-10,239.76
3202,1995-01-11,241.11
3203,1995-01-12,241.47
3204,1995-01-13,241.33
3205,1995-01-16,240.77
3206,1995-01-17,242.53
3207,1995-01-18,243.3
3208,1995-01-19,241.37
3209,1995-01-20,242.06
3210,1995-01-23,238.85
3211,1995-01-24,238.76
3212,1995-01-25,239.07
3213,1995-01-26,239.72
3214,1995-01-27,237.02
3215,1995-01-30,236.07
3216,1995-01-31,237.32
3217,1995-02-01,237.46
3218,1995-02-02,237.76
3219,1995-02-03,240.22
3220,1995-02-06,240.61
3221,1995-02-07,240.4
3222,1995-02-08,241.62
3223,1995-02-09,241.21
3224,1995-02-10,240.25
3225,1995-02-13,239.9
3226,1995-02-14,240.59
3227,1995-02-15,240.98
3228,1995-02-16,237.89
3229,1995-02-17,239.06
3230,1995-02-20,240
3231,1995-02-21,238.29
3232,1995-02-22,238.58
3233,1995-02-23,237.62
3234,1995-02-24,236.88
3235,1995-02-27,237.81
3236,1995-02-28,237.83
3237,1995-03-01,236.08
3238,1995-03-02,233.28
3239,1995-03-03,230.92
3240,1995-03-06,233.16
3241,1995-03-07,233.93
3242,1995-03-08,235.88
3243,1995-03-09,236.81
3244,1995-03-10,242.44
3245,1995-03-13,241.53
3246,1995-03-14,243.29
3247,1995-03-15,241.22
3248,1995-03-16,241.76
3249,1995-03-17,241.81
3250,1995-03-20,242.73
3251,1995-03-21,240.7
3252,1995-03-22,240.62
3253,1995-03-23,240.44
3254,1995-03-24,239.54
3255,1995-03-27,238.9
3256,1995-03-28,236.34
3257,1995-03-29,236.84
3258,1995-03-30,240.34
3259,1995-03-31,240.68
3260,1995-04-03,242.14
3261,1995-04-04,243.68
3262,1995-04-05,245.23
3263,1995-04-06,244.24
3264,1995-04-07,242.97
3265,1995-04-10,244.26
3266,1995-04-11,244.85
3267,1995-04-12,244.71
3268,1995-04-13,242.05
3269,1995-04-14,243.46
3270,1995-04-17,242.21
3271,1995-04-18,245.63
3272,1995-04-19,245.2
3273,1995-04-20,243.31
3274,1995-04-21,241.66
3275,1995-04-24,242.9
3276,1995-04-25,241.54
3277,1995-04-26,238.64
3278,1995-04-27,240.46
3279,1995-04-28,239.62
3280,1995-05-01,239.84
3281,1995-05-02,240.63
3282,1995-05-03,240.86
3283,1995-05-04,241.88
3284,1995-05-05,244.56
3285,1995-05-08,242.66
3286,1995-05-09,241.83
3287,1995-05-10,242.1
3288,1995-05-11,245.01
3289,1995-05-12,244.69
3290,1995-05-15,244.14
3291,1995-05-16,245.64
3292,1995-05-17,244.09
3293,1995-05-18,242.42
3294,1995-05-19,243.16
3295,1995-05-22,242.27
3296,1995-05-23,243.62
3297,1995-05-24,243.76
3298,1995-05-25,239.37
3299,1995-05-26,240.26
3300,1995-05-29,241.6
3301,1995-05-30,239.9
3302,1995-05-31,241.87
3303,1995-06-01,240.56
3304,1995-06-02,241.3
3305,1995-06-05,240.97
3306,1995-06-06,241.39
3307,1995-06-07,242.83
3308,1995-06-08,242.13
3309,1995-06-09,243.22
3310,1995-06-12,242.63
3311,1995-06-13,242.21
3312,1995-06-14,240.11
3313,1995-06-15,244.11
3314,1995-06-16,242.59
3315,1995-06-19,244.01
3316,1995-06-20,243.09
3317,1995-06-21,242.22
3318,1995-06-22,244.11
3319,1995-06-23,242.65
3320,1995-06-26,245.51
3321,1995-06-27,245.16
3322,1995-06-28,245.23
3323,1995-06-29,242.78
3324,1995-06-30,240.77
3325,1995-07-03,240.39
3326,1995-07-04,239.95
3327,1995-07-05,240.33
3328,1995-07-06,239.98
3329,1995-07-07,241.36
3330,1995-07-10,241.81
3331,1995-07-11,242.79
3332,1995-07-12,244.12
3333,1995-07-13,242.73
3334,1995-07-14,243.64
3335,1995-07-17,243.9
3336,1995-07-18,243.87
